"","lon","lat","dp1","dp2","dp3","dp4","dp5"
"20198",-130.75,37.05,1334021.54173914,778409.358733912,693646.55131602,892047.973937929,1224521.0049635
"20199",-130.65,37.05,1325533.82864378,769519.070901216,685025.060477965,886848.977445365,1220856.94752593
"20200",-130.55,37.05,1317054.24776974,760628.584919852,676408.291547133,881701.032312056,1217237.64393978
"20201",-130.45,37.05,1308582.96590241,751737.903818056,667796.437366342,876605.044590695,1213663.49960285
"20202",-130.35,37.05,1300120.15395029,742847.030649142,659189.700612602,871561.932233051,1210134.91959887
"20203",-130.25,37.05,1291665.98706908,733955.968493074,650588.294432389,866572.624884556,1206652.30854054
"20204",-130.15,37.05,1283220.64479013,725064.720458157,641992.443126118,861638.063650986,1203216.07040878
"20205",-130.05,37.05,1274784.31115328,716173.289682856,633402.38288623,856759.200835921,1199826.60838808
"20206",-129.95,37.05,1266357.17484424,707281.679337743,624818.362593786,851936.999647731,1196484.3246982
"20207",-129.85,37.05,1257939.42933681,698389.89262761,616240.644678968,847172.433874795,1193189.62042205
"20208",-129.75,37.05,1249531.27303996,689497.932793714,607669.506051413,842466.487527689,1189942.89533013
"20209",-129.65,37.05,1241132.90945009,680605.803116229,599105.239107021,837820.154447112,1186744.54770129
"20210",-129.55,37.05,1232744.54730853,671713.506916872,590548.152818486,833234.437876339,1183594.97414026
"20211",-129.45,37.05,1224366.40076462,662821.047561751,581998.573917658,828710.349997017,1180494.56939173
"20212",-129.35,37.05,1215998.68954449,653928.428464442,573456.848178707,824248.911427192,1177443.72615134
"20213",-129.25,37.05,1207641.63912571,645035.653089308,564923.341812033,819851.150680488,1174442.83487359
"20214",-129.15,37.05,1199295.48091821,636142.724955116,556398.44298002,815518.103585444,1171492.28357682
"20215",-129.05,37.05,1190960.45245147,627249.647638946,547882.563446957,811250.812664098,1168592.45764547
"20216",-128.95,37.05,1182636.7975684,618356.424780441,539376.140376865,807050.326468963,1165743.7396297
"20217",-128.85,37.05,1174324.76662606,609463.060086436,530879.638294567,802917.69887769,1162946.50904259
"20218",-128.75,37.05,1166024.61670352,600569.557335979,522393.551227102,798853.988344791,1160201.14215506
"20219",-128.65,37.05,1157736.6118171,591675.920385823,513918.405044667,794860.25710994,1157508.01178872
"20220",-128.55,37.05,1149461.02314328,582782.153176412,505454.760022475,790937.570362513,1154867.48710693
"20221",-128.45,37.05,1141198.12924959,573888.25973842,497003.21364757,787086.995362158,1152279.93340401
"20222",-128.35,37.05,1132948.21633365,564994.244199919,488564.403697539,783309.600515395,1149745.71189323
"20223",-128.25,37.05,1124711.57847088,556100.110794216,480139.011621371,779606.454408373,1147265.17949338
"20224",-128.15,37.05,1116488.51787096,547205.863868466,471727.766256503,775978.624796158,1144838.68861447
"20225",-128.05,37.05,1108279.34514353,538311.507893138,463331.447920335,772427.177549081,1142466.58694262
"20226",-127.95,37.05,1100084.37957343,529417.047472427,454950.892919381,768953.175556943,1140149.21722451
"20227",-127.85,37.05,1091903.94940571,520522.487355746,446586.998524704,765557.677592058,1137886.91705157
"20228",-127.75,37.05,1083738.39214093,511627.832450397,438240.728468587,762241.737132384,1135680.01864417
"20229",-127.65,37.05,1075588.05484105,502733.087835601,429913.119024516,759006.401146231,1133528.84863621
"20230",-127.55,37.05,1067453.29444616,493838.258778039,421605.285740683,755852.708840286,1131433.72786018
"20231",-127.45,37.05,1059334.4781027,484943.350749104,413318.430906464,752781.690372997,1129394.97113323
"20232",-127.35,37.05,1051231.98350333,476048.369444078,405053.851841828,749794.365535549,1127412.88704428
"20233",-127.25,37.05,1043146.1992389,467153.320803514,396812.950111635,746891.742403061,1125487.77774272
"20234",-127.15,37.05,1035077.52516308,458258.21103709,388597.241780359,744074.815958761,1123619.93872881
"20235",-127.05,37.05,1027026.37276985,449363.046650306,380408.368838213,741344.56669431,1121809.65864616
"20236",-126.95,37.05,1018993.1655845,440467.834474418,372248.111947155,738701.959189638,1120057.21907663
"20237",-126.85,37.05,1010978.33956839,431572.581700055,364118.404675008,736147.940675934,1118362.89433792
"20238",-126.75,37.05,1002982.34353805,422677.295915101,356021.349408244,733683.439585706,1116726.95128418
"20239",-126.65,37.05,995005.639599049,413781.985147443,347959.23515896,731309.364094082,1115149.64910993
"20240",-126.55,37.05,987048.703594964,404886.657913363,339934.557509481,729026.600655735,1113631.23915761
"20241",-126.45,37.05,979112.02557215,395991.323272449,331950.04096899,726836.012542058,1112171.96472917
"20242",-126.35,37.05,971196.110260545,387095.990890068,324008.664050444,724738.438383401,1110772.0609018
"20243",-126.25,37.05,963301.477571109,378200.671108661,316113.687412836,722734.690721359,1109431.75434835
"20244",-126.15,37.05,955428.66311031,369305.375029326,308268.685452992,720825.55457628,1108151.26316256
"20245",-126.05,37.05,947578.218712145,360410.11460549,300477.581771641,719011.786035258,1106930.79668951
"20246",-125.95,37.05,939750.712988122,351514.90275079,292744.688979117,717294.110865981,1105770.55536155
"20247",-125.85,37.05,931946.73189568,342619.753463753,285074.753344287,715673.223161891,1104670.73053995
"20248",-125.75,37.05,924166.879325456,333724.68197241,277473.004822541,714149.784024111,1103631.50436268
"20249",-125.65,37.05,916411.777707836,324829.704902653,269945.213019701,712724.42028561,1102653.04959848
"20250",-125.55,37.05,908682.068639177,315934.840475023,262497.749650904,711397.723283032,1101735.52950747
"20251",-125.45,37.05,900978.413528105,307040.108735689,255137.658025799,710170.247681532,1100879.09770872
"20252",-125.35,37.05,893301.494262181,298145.53182873,247872.730019167,709042.510357823,1100083.89805483
"20253",-125.25,37.05,885652.013895316,289251.134318657,240711.590848427,708014.989346519,1099350.06451385
"20254",-125.15,37.05,878030.697356147,280356.943574249,233663.79174912,707088.122854619,1098677.72105882
"20255",-125.05,37.05,870438.292177632,271462.990227822,226739.910280432,706262.308348755,1098066.98156501
"20256",-124.95,37.05,862875.56924803,262569.308727762,219951.657459265,705537.901719544,1097517.94971509
"20257",-124.85,37.05,855343.323583349,253675.938007178,213311.990156734,704915.216527089,1097030.71891259
"20258",-124.75,37.05,847842.375121313,244782.922298216,206835.226129547,704394.523331292,1096605.37220348
"20259",-124.65,37.05,840373.569536779,235890.31213037,200537.157627985,703976.049110313,1096241.98220638
"20260",-124.55,37.05,832937.779078471,226998.165563234,194435.157653705,703659.976770013,1095940.61105125
"20261",-124.45,37.05,825535.903426739,218106.549720463,188548.2705849,703446.44474692,1095701.31032689
"20262",-124.35,37.05,818168.870572014,209215.542714431,182897.276043194,703335.546706657,1095524.12103723
"20263",-124.25,37.05,810837.637713379,200325.236082767,177504.711636805,703327.331339382,1095409.07356649
"20264",-124.15,37.05,803543.192176635,191435.737902837,172394.836819738,703421.802253301,1095356.18765338
"20265",-124.05,37.05,796286.552350995,182547.176814831,167593.517019952,703618.91796677,1095365.47237433
"20266",-123.95,37.05,789068.768643372,173659.707278245,163128.005160567,703918.591999031,1095436.92613574
"20267",-123.85,37.05,781890.924449019,164773.516526296,159026.59779389,704320.693059142,1095570.53667536
"20268",-123.75,37.05,774754.137137049,155888.833893963,155318.14661128,704825.04533211,1095766.2810727
"20269",-123.65,37.05,767659.559049074,147005.94352076,152031.414444527,705431.428860784,1096024.12576852
"20270",-123.55,37.05,760608.378508962,138125.20194237,149194.279012893,706139.580021595,1096344.02659338
"20271",-123.45,37.05,753601.820841374,129247.06291355,146832.807562387,706949.192091717,1096725.92880505
"20272",-123.35,37.05,746641.149396381,120372.113179657,144970.249477678,707859.915904876,1097169.76713492
"20273",-123.25,37.05,739727.666577153,111501.125266892,143626.018116806,708871.360592509,1097675.46584313
"20274",-123.15,37.05,732862.714867216,102635.137529416,142814.751891725,709983.094406693,1098242.93878238
"20275",-123.05,37.05,726047.677853422,93775.5793726579,142545.551778021,711194.645620844,1098872.08947042
"20276",-122.95,37.05,719283.981240241,84924.4743846334,142821.483289442,712505.503503887,1099562.81117078
"20277",-122.85,37.05,712573.093850481,76084.7842213226,143639.40455217,713915.11936335,1100314.98698191
"20278",-122.75,37.05,705916.528607024,67261.0212464966,144990.142486189,715422.907652504,1101128.48993435
"20279",-122.65,37.05,699315.843489528,58460.409790894,146858.994546335,717028.247136572,1102003.1830958
"20280",-122.55,37.05,692772.642459435,49695.2634823983,149226.493967685,718730.482112775,1102938.91968391
"20281",-122.45,37.05,686288.576345984,40988.3535218913,152069.350258255,720528.923678901,1103935.54318656
"20282",-122.35,37.05,679865.343685152,32386.6966503461,155361.46775131,722422.851044985,1104992.88748941
"20283",-122.25,37.05,673504.691502779,24003.7267029959,159074.952367626,724411.512882635,1106110.77701043
"20284",-122.15,37.05,667208.416032285,16182.9531698649,163181.035616257,726494.128706546,1107289.02684124
"20285",-122.05,37.05,660978.363356625,10296.8781576847,167650.869060676,728669.890282727,1108527.442895
"20286",-121.95,37.05,654816.429963272,10420.7603917095,172456.166379872,730937.963058075,1109825.82206046
"20287",-121.85,37.05,648724.563200123,16419.1233781526,177569.689981622,733297.487606006,1111183.95236204
"20288",-121.75,37.05,642704.761619432,24269.561557741,182965.593189561,735747.58108294,1112601.61312561
"20289",-121.65,37.05,636759.075195889,32662.8827829861,188619.637311591,738287.338690653,1114078.57514957
"20290",-121.55,37.05,630889.605404178,41269.1648277653,194509.306389107,740915.835139626,1115614.60088113
"20291",-121.45,37.05,625098.505140433,49978.5061562358,200613.842488394,743632.126108747,1117209.44459733
"20292",-121.35,37.05,619387.978471188,58745.0795442627,206914.222347717,746435.249696933,1118862.85259053
"20293",-121.25,37.05,613760.280192685,67546.5971959906,213393.093098964,749324.227862479,1120574.56335812
"20294",-121.15,37.05,608217.715182618,76370.9703817033,220034.681387695,752298.067846177,1122344.30779603
"20295",-121.05,37.05,602762.63752582,85211.0904858562,226824.686979298,755355.763574497,1124171.80939589
"20296",-120.95,37.05,597397.449394909,94062.5094837532,233750.169101576,758496.297039448,1126056.78444529
"20297",-120.85,37.05,592124.599666444,102922.303760247,240799.431424538,761718.639651901,1127998.94223109
"20298",-120.75,37.05,586946.582253075,111788.473369087,247961.909715423,765021.753565551,1129997.98524523
"20299",-120.65,37.05,581865.93413205,120659.604216546,255228.064781348,768404.592968893,1132053.60939294
"20300",-120.55,37.05,576885.233050756,129534.668215092,262589.282254496,771866.105342871,1134165.50420282
"20301",-120.45,37.05,572007.094890442,138412.89992892,270037.780013502,775405.232682163,1136333.35303873
"20302",-120.35,37.05,567234.170670037,147293.717635925,277566.52350361,779020.912678311,1138556.83331294
"20303",-120.25,37.05,562569.143173215,156176.67122005,285169.148860882,782712.079863143,1140835.61670045
"20304",-120.15,37.05,558014.723183227,165061.40683335,292839.893516854,786477.666711245,1143169.36935408
"20305",-120.05,37.05,553573.645312088,173947.642356259,300573.533823289,790316.604700398,1145557.75212002
"20306",-119.95,37.05,549248.66341293,182835.149995472,308365.329165045,794227.825329207,1148000.4207537
"20307",-119.85,37.05,545042.545567193,191723.743710829,316210.972001953,798210.261091329,1150497.02613547
"20308",-119.75,37.05,540958.068641623,200613.269977714,324106.543282964,802262.846405905,1153047.21448616
